ObjectId2,Fuel Type Code,Station Name,Street Address,City,State,ZIP,Status Code,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Network,EV Network Web,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Open Date,EV Connector Types,Country,EV Pricing,Restricted Access,STATEFP,COUNTYFP,County,TRACTCE,GEOID,NAME,NAMELSAD,ALAND,AWATER,INTPTLAT,INTPTLON,Tract,GreaterRegion,MTFCC,FUNCSTAT,ALAND_sqm,AWATER_sqm,Contiguous,Contiguo_1,Contiguo_2,UCD_urban_,Tract_POPU,NAME_12,SQMI_ALAND,DAC,Income_Gro,Shape_Leng,Join_Count,TARGET_FID,x,y,ObjectId,x2,y2,DAC/LIC,rural,DCFC,EV Network Clean,weight,weight_
222,ELEC,Whole Foods Market,2732 Augustine Dr,Santa Clara,CA,95054,E,,1,1,Non-Networked,,37.381345,-121.975739,8/10/22 7:00,88425,2023-02-14 15:54:11 UTC,P,11/1/17 7:00,CHADEMO J1772 J1772COMBO,US,,FALSE,6,85,Santa Clara County,505202,6085505202,5052.02,Census Tract 5052.02,9201412,0,37.3702336,-121.9605786,6085505202,San Francisco,G5020,S,9201412,0,6987344,1863.146371,3750.29,Urban,6936,Santa Clara County,3.547992051,Disadvantaged Community,Low,16508.35327,196,4932,-121.975739,37.381345,141,-121.975739,37.381345,1,0,1,Other,0.000322738,0.000390288
9425,ELEC,BASE Alameda 2,42 Eagle Rd,Alameda,CA,94501,E,,5,5,Non-Networked,,37.783582,-122.249498,2/22/21 8:00,184579,2021-08-04 00:01:52 UTC,FG,1/15/21 8:00,J1772 J1772COMBO,US,,,6,1,Alameda County,427200,6001427200,4272,Census Tract 4272,1329667,650377,37.780827,-122.248255,6001427200,San Francisco,G5020,S,1329667,650377,6987344,1863.146371,3750.29,Urban,4180,Alameda County,0.513387088,,Low,7363.15715,1,945,-122.249498,37.783582,9409,-122.249498,37.783582,1,0,1,Other,0.000322738,0.000390288
11874,ELEC,"Vestar Shops at Rossmoor (Seal Beach, CA)",12489 Seal Beach Blvd,Seal Beach,CA,90740,E,,,4,Electrify America,https://www.electrifyamerica.com/,33.78155,-118.07304,8/19/23 7:00,202483,2023-08-19 00:51:53 UTC,,12/14/21 8:00,CHADEMO J1772COMBO,US,,,6,59,Orange County,110008,6059110008,1100.08,Census Tract 1100.08,1846361,0,33.7799519,-118.079887,6059110008,Los Angeles,G5020,S,1846361,0,16918169,3748.02911,4513.88,Urban,4486,Orange County,0.712636956,,Middle,6671.084039,1,3374,-118.07304,33.78155,11700,-118.07304,33.78155,0,0,1,Electrify America,0.000322738,0.000390288
310,ELEC,Palm Springs Nissan,68177 Kyle Rd,Cathedral City,CA,92234,E,,1,1,Non-Networked,,33.78414,-116.471,6/9/20 7:00,39874,2023-02-15 22:45:41 UTC,P,3/15/11 7:00,CHADEMO J1772,US,Free,FALSE,6,65,Riverside County,45000,6065045000,450,Census Tract 450,3625936,115034,33.7750205,-116.4698341,6065045000,Southern Other,G5020,S,3625936,115034,365985,250.3775771,1461.73,Urban,3314,Riverside County,1.399981528,,Low,10234.10619,5,2115,-116.471,33.78414,617,-116.471,33.78414,1,0,1,Other,0.000488998,0.000591345
11808,ELEC,Chowchilla,18208 Ave 24,Chowchilla,CA,93610,E,,,4,EV Connect,http://evconnect.com/,37.097671,-120.217847,8/19/23 7:00,200440,2023-08-19 00:55:31 UTC,,8/20/21 7:00,CHADEMO J1772COMBO,US,,,6,39,Madera County,202,6039000202,2.02,Census Tract 2.02,289848340,753599,37.0798205,-120.2880815,6039000202,Central Other,G5020,S,289848340,753599,0,0,0,Rural,5738,Madera County,111.8106789,Disadvantaged Community,Middle,111033.4702,6,7131,-120.217847,37.097671,11140,-120.217847,37.097671,1,1,1,Other,0.000488998,0.000591345
13343,ELEC,OCPW-PKGADMN P4 DCFC #3,630 N. Broadway St. P4,Santa Ana,CA,92701,E,,,1,ChargePoint Network,http://www.chargepoint.com/,33.751044,-117.870918,8/19/23 7:00,225391,2023-08-19 00:39:31 UTC,,8/11/22 7:00,CHADEMO J1772COMBO,US,,,6,59,Orange County,75002,6059075002,750.02,Census Tract 750.02,1517055,0,33.748073,-117.8685376,6059075002,Los Angeles,G5020,S,1517055,0,16918169,3748.02911,4513.88,Urban,8236,Orange County,0.585738742,Disadvantaged Community,Low,5638.400375,21,507,-117.870918,33.751044,13274,-117.870918,33.751044,1,0,1,ChargePoint Network,0.000322738,0.000390288
10296,ELEC,Holiday Market - Tesla Supercharger,1200 West 12th Street,Alturas,CA,96101,E,,,8,Tesla,https://www.tesla.com/supercharger,41.495392,-120.559776,7/1/23 7:00,190479,2023-07-14 19:41:28 UTC,P,5/23/21 7:00,TESLA,US,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,6,49,Modoc County,100,6049000100,1,Census Tract 1,27766647,408355,41.5074206,-120.5539218,6049000100,Northern Other,G5020,S,27766647,408355,0,0,0,Rural,3509,Modoc County,10.70685672,,Low,25257.14848,2,7749,-120.559776,41.495392,10918,-120.559776,41.495392,1,1,1,Tesla,0.000488998,0.000591345
16658,ELEC,Steve Chevrolet of Chowchilla,1 Auto Park Pl,Chowchilla,CA,93610,P,,,2,Non-Networked,,37.124793,-120.248388,6/12/23 7:00,261174,2023-06-12 16:56:16 UTC,P,,CHADEMO J1772COMBO,US,Paid through InCharge,FALSE,6,39,Madera County,202,6039000202,2.02,Census Tract 2.02,289848340,753599,37.0798205,-120.2880815,6039000202,Central Other,G5020,S,289848340,753599,0,0,0,Rural,5738,Madera County,111.8106789,Disadvantaged Community,Middle,111033.4702,6,7131,-120.248388,37.124793,16609,-120.248388,37.124793,1,1,1,Other,0.000488998,0.000591345
15322,ELEC,FH DELIVERY 12339 FH SVC,16850 S Highland Ave,Fontana,CA,92336,E,,,1,ChargePoint Network,http://www.chargepoint.com/,34.134053,-117.43728,8/19/23 7:00,253425,2023-08-19 00:42:27 UTC,,2/7/23 8:00,CHADEMO J1772COMBO,US,,,6,71,San Bernardino County,2301,6071002301,23.01,Census Tract 23.01,5688972,0,34.1251068,-117.4426877,6071002301,Southern Other,G5020,S,5688972,0,16918169,3748.02911,4513.88,Urban,11473,San Bernardino County,2.196523081,Disadvantaged Community,Middle,11077.34386,5,773,-117.43728,34.134053,15450,-117.43728,34.134053,1,0,1,ChargePoint Network,0.000488998,0.000591345
2804,ELEC,"Lucky 705 - Concord, CA",5190 Clayton Rd.,Concord,CA,94521,E,,1,3,Electrify America,https://www.electrifyamerica.com/,37.95408,-121.96502,8/19/23 7:00,149792,2023-08-19 00:51:21 UTC,,12/7/19 8:00,CHADEMO J1772 J1772COMBO,US,,,6,13,Contra Costa County,334004,6013334004,3340.04,Census Tract 3340.04,2644525,0,37.9600453,-121.9882643,6013334004,San Francisco,G5020,S,2644525,0,6987344,1863.146371,3750.29,Urban,7945,Contra Costa County,1.02105755,,Low,10031.94826,1,6627,-121.96502,37.95408,2228,-121.96502,37.95408,1,0,1,Electrify America,0.000322738,0.000390288
14760,ELEC,Quality Inn Kettleman,33415 Powers Dr,Kettleman City,CA,93239,E,,,2,EVRANGE,https://www.evrange.com,35.98642996,-119.9610337,11/10/22 8:00,234968,2023-08-14 19:31:04 UTC,P,10/18/22 7:00,CHADEMO J1772COMBO,US,,FALSE,6,31,Kings County,1601,6031001601,16.01,Census Tract 16.01,1697540632,2116644,36.01376,-119.7891118,6031001601,Central Other,G5020,S,1697540632,2116644,0,0,0,Rural,4101,Kings County,655.4307281,Disadvantaged Community,Low,185149.317,7,5260,-119.9610337,35.98642996,14661,-119.9610337,35.98642996,1,1,1,Other,0.000488998,0.000591345
10837,ELEC,Raley's - Tesla Supercharger,6119 Horseshoe Bar Road,Loomis,CA,95650,E,,,8,Tesla,https://www.tesla.com/supercharger,38.817467,-121.189455,7/1/23 7:00,186876,2023-07-14 19:41:28 UTC,P,3/29/21 7:00,TESLA,US,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,6,61,Placer County,21203,6061021203,212.03,Census Tract 212.03,14866509,18040,38.8284635,-121.199892,6061021203,Sacramento,G5020,S,14866509,18040,1961917,842.9358486,2327.48,Urban,7668,Placer County,5.740032874,,Middle,20911.46827,4,6186,-121.189455,38.817467,10406,-121.189455,38.817467,0,0,1,Tesla,0.000488998,0.000591345
311,ELEC,Cerritos Nissan,18707 Studebaker Rd,Cerritos,CA,90703,E,,1,1,Non-Networked,,33.861544,-118.100471,2/10/22 8:00,39875,2022-02-10 19:42:29 UTC,P,3/15/11 7:00,CHADEMO J1772 J1772COMBO,US,Free,FALSE,6,37,Los Angeles County,554521,6037554521,5545.21,Census Tract 5545.21,4830490,114004,33.872133,-118.1001151,6037554521,Los Angeles,G5020,S,4830490,114004,16918169,3748.02911,4513.88,Urban,5949,Los Angeles County,1.865061464,,Low,11781.10133,11,3033,-118.100471,33.861544,618,-118.100471,33.861544,1,0,1,Other,0.000322738,0.000390288
2543,ELEC,City of Los Angeles Lot 702,1627 Vine St,Los Angeles,CA,90028,E,,,6,EVCS,https://evcs.com,34.100573,-118.327438,1/10/22 8:00,152556,2022-02-10 19:42:29 UTC,LG,11/30/19 8:00,CHADEMO J1772COMBO,US,$0.29 per kWh,FALSE,6,37,Los Angeles County,190700,6037190700,1907,Census Tract 1907,642502,0,34.0986626,-118.3336722,6037190700,Los Angeles,G5020,S,642502,0,16918169,3748.02911,4513.88,Urban,2685,Los Angeles County,0.24807594,Disadvantaged Community,Low,3810.857844,11,675,-118.327438,34.100573,2508,-118.327438,34.100573,1,0,1,Other,0.000322738,0.000390288
2149,ELEC,Trillium - San Diego Metropolitan Transit System,4630 Ruffner St,San Diego,CA,92111,E,,,2,Non-Networked,,32.824786,-117.157551,8/10/23 7:00,153212,2023-08-10 16:58:49 UTC,LG,6/1/20 7:00,CHADEMO J1772COMBO,US,Free,,6,73,San Diego County,8511,6073008511,85.11,Census Tract 85.11,15189489,0,32.8260087,-117.1415707,6073008511,San Diego,G5020,S,15189489,0,3153807,966.3614081,3263.59,Urban,4989,San Diego County,5.86469324,,Middle,17850.23755,31,7136,-117.157551,32.824786,2052,-117.157551,32.824786,0,0,1,Other,0.000488998,0.000591345
1249,ELEC,Vacaville Premium Outlets - Tesla Supercharger,321 Nut Tree Road,Vacaville,CA,95687,E,,,16,Tesla,https://www.tesla.com/supercharger,38.366645,-121.958136,7/1/23 7:00,102075,2023-07-14 19:41:28 UTC,P,12/15/13 8:00,TESLA,US,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,6,95,Solano County,252911,6095252911,2529.11,Census Tract 2529.11,4216525,18288,38.3695164,-121.9443944,6095252911,San Francisco,G5020,S,4216525,18288,6987344,1863.146371,3750.29,Urban,4818,Solano County,1.630869751,,Low,10220.61392,11,2654,-121.958136,38.366645,1623,-121.958136,38.366645,1,0,1,Tesla,0.000322738,0.000390288
11447,ELEC,Lake Arrowhead Village - Tesla Supercharger,28200 CA-189,Lake Arrowhead,CA,92352,E,,,8,Tesla,https://www.tesla.com/supercharger,34.25086,-117.1895,7/1/23 7:00,201314,2023-07-14 19:41:28 UTC,P,11/14/21 8:00,TESLA,US,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,FALSE,6,71,San Bernardino County,10902,6071010902,109.02,Census Tract 109.02,86020319,2650130,34.3002218,-117.1920009,6071010902,Southern Other,G5020,S,86020319,2650130,13938,46.49510748,299.77,Rural,2097,San Bernardino County,33.22449988,,Middle,62101.00682,2,3920,-117.1895,34.25086,11680,-117.1895,34.25086,0,1,1,Tesla,0.000488998,0.000591345
16377,ELEC,"7-ELEVEN, INC. 32257 BAKER DC4",5203 Olive Dr,Bakersfield,CA,93308,E,,,1,ChargePoint Network,http://www.chargepoint.com/,35.41172,-119.058436,8/19/23 7:00,302328,2023-08-19 00:40:20 UTC,,7/12/23 7:00,CHADEMO J1772COMBO,US,,,6,29,Kern County,507,6029000507,5.07,Census Tract 5.07,17063110,441154,35.386741,-119.0634239,6029000507,Los Angeles,G5020,S,17063110,441154,536457,214.158333,2504.96,Urban,3736,Kern County,6.588099353,Disadvantaged Community,Middle,18946.58643,6,1145,-119.058436,35.41172,16157,-119.058436,35.41172,1,0,1,ChargePoint Network,0.000322738,0.000390288
16563,ELEC,NORTHPARK EQ 750 FRONT S-2,170 Pacific Ave,San Francisco,CA,94111,E,,,1,ChargePoint Network,http://www.chargepoint.com/,37.798271,-122.399744,8/19/23 7:00,262686,2023-08-19 00:45:24 UTC,,6/14/23 7:00,CHADEMO J1772COMBO,US,,,6,75,San Francisco County,10500,6075010500,105,Census Tract 105,683597,494314,37.8026835,-122.39905,6075010500,San Francisco,G5020,S,683597,494314,6987344,1863.146371,3750.29,Urban,2779,San Francisco County,0.263941258,,Middle,5000.207827,13,994,-122.399744,37.798271,16785,-122.399744,37.798271,0,0,1,ChargePoint Network,0.000322738,0.000390288
2354,ELEC,Bunnin Chevrolet of Fillmore,1024 W Ventura St,Fillmore,CA,93015,E,,1,1,Non-Networked,,34.394644,-118.925015,8/10/22 7:00,152025,2023-02-15 22:45:41 UTC,P,7/1/19 7:00,J1772 J1772COMBO,US,Free,,6,111,Ventura County,303,6111000303,3.03,Census Tract 3.03,36468508,967598,34.3661561,-118.9484382,6111000303,Los Angeles,G5020,S,36468508,967598,0,0,0,Rural,5076,Ventura County,14.07928202,,Low,38330.37569,3,5470,-118.925015,34.394644,2169,-118.925015,34.394644,1,1,1,Other,0.000488998,0.000591345
16088,ELEC,Oakland International Airport - NF Bus Charging Depot,1 Airport Dr,Oakland,CA,94621,P,,,6,Non-Networked,,37.71722,-122.21122,6/12/23 7:00,261670,2023-06-12 16:56:16 UTC,LG,,J1772COMBO,US,Free,,6,1,Alameda County,409000,6001409000,4090,Census Tract 4090,16927915,4382424,37.7296943,-122.2161623,6001409000,San Francisco,G5020,S,16927915,4382424,6987344,1863.146371,3750.29,Urban,4687,Alameda County,6.53318754,Disadvantaged Community,Low,26490.74866,14,1414,-122.21122,37.71722,16636,-122.21122,37.71722,1,0,1,Other,0.000322738,0.000390288
10684,ELEC,Don's Market - Tesla Supercharger,30270 CA-78,Santa Ysabel,CA,92070,E,,,8,Tesla,https://www.tesla.com/supercharger,33.109255,-116.674411,7/1/23 7:00,186866,2023-07-14 19:41:28 UTC,P,3/29/21 7:00,TESLA,US,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,6,73,San Diego County,20903,6073020903,209.03,Census Tract 209.03,1279138544,15095663,33.2564808,-116.6970824,6073020903,San Diego,G5020,S,1279138544,15095663,0,0,0,Rural,3045,San Diego County,493.8776366,,Low,237578.5034,4,1759,-116.674411,33.109255,10969,-116.674411,33.109255,1,1,1,Tesla,0.000488998,0.000591345
13899,ELEC,Petersen Automotive Museum,6060 Wilshire Blvd,Los Angeles,CA,90036,E,,,2,eVgo Network,https://www.evgo.com/,34.06175,-118.361353,8/18/23 7:00,227937,2023-08-18 23:55:53 UTC,,9/6/18 7:00,CHADEMO J1772COMBO,US,,,6,37,Los Angeles County,216300,6037216300,2163,Census Tract 2163,1272857,0,34.0599709,-118.3622105,6037216300,Los Angeles,G5020,S,1272857,0,16918169,3748.02911,4513.88,Urban,4367,Los Angeles County,0.491452247,,High,5775.05831,6,5326,-118.361353,34.06175,13226,-118.361353,34.06175,0,0,1,eVgo Network,0.000322738,0.000390288
11261,ELEC,"Westfield Topanga (Canoga Park, CA)",6600 Topanga Canyon Blvd,Canoga Park,CA,91303,E,,,6,Electrify America,https://www.electrifyamerica.com/,34.19098,-118.60523,8/19/23 7:00,203303,2023-08-19 00:52:06 UTC,,12/30/21 8:00,CHADEMO J1772COMBO,US,,,6,37,Los Angeles County,135114,6037135114,1351.14,Census Tract 1351.14,1265333,4641,34.1904438,-118.603662,6037135114,Los Angeles,G5020,S,1265333,4641,16918169,3748.02911,4513.88,Urban,5106,Los Angeles County,0.488550305,,Low,5547.278896,42,7516,-118.60523,34.19098,11824,-118.60523,34.19098,1,0,1,Electrify America,0.000322738,0.000390288
371,ELEC,Coast Nissan,12150 Los Osos Valley Rd,San Luis Obispo,CA,93405,E,,4,1,Non-Networked,,35.25062,-120.68455,3/7/22 8:00,39938,2023-02-14 15:54:11 UTC,P,3/15/11 7:00,CHADEMO J1772,US,Free,FALSE,6,79,San Luis Obispo County,11300,6079011300,113,Census Tract 113,10450064,405000,35.2661204,-120.6975015,6079011300,Los Angeles,G5020,S,10450064,405000,56372,37.08456582,1520.09,Urban,7298,San Luis Obispo County,4.034796788,,Middle,20697.0828,6,2089,-120.68455,35.25062,678,-120.68455,35.25062,0,0,1,Other,0.000322738,0.000390288
14795,ELEC,205 N Orchard Avenue (US-CBJ-V6L-2C),205 N Orchard Avenue,Ukiah,CA,95842,E,,,1,RIVIAN_ADVENTURE,https://rivian.com/experience/charging,39.1522872,-123.1989133,8/19/23 7:00,236837,2023-08-19 00:59:13 UTC,,8/24/22 7:00,J1772COMBO,US,,,6,45,Mendocino County,11500,6045011500,115,Census Tract 115,5245140,19121,39.1561868,-123.2032659,6045011500,Northern Other,G5020,S,5245140,19121,16683,7.772918591,2146.3,Rural,6639,Mendocino County,2.022739729,,Low,18319.1482,14,4921,-123.1989133,39.1522872,14962,-123.1989133,39.1522872,1,1,1,Other,0.000488998,0.000591345
9932,ELEC,AMPM ARCO STATION 2,501 E Alessandro Blvd,Riverside,CA,92508,E,,,1,ChargePoint Network,http://www.chargepoint.com/,33.915655,-117.321038,8/19/23 7:00,183799,2023-08-19 00:29:15 UTC,,2/5/21 8:00,CHADEMO J1772COMBO,US,,,6,65,Riverside County,42012,6065042012,420.12,Census Tract 420.12,2659377,0,33.9108624,-117.3205531,6065042012,Southern Other,G5020,S,2659377,0,16918169,3748.02911,4513.88,Urban,6956,Riverside County,1.032002769,,Middle,9595.48528,2,7764,-117.321038,33.915655,9548,-117.321038,33.915655,0,0,1,ChargePoint Network,0.000488998,0.000591345
350,ELEC,Mossy Nissan - Oceanside,3535 College Blvd,Oceanside,CA,92056,E,,2,1,Non-Networked,,33.181953,-117.298334,6/9/20 7:00,39916,2021-03-11 23:22:17 UTC,P,3/15/11 7:00,CHADEMO J1772,US,Free,FALSE,6,73,San Diego County,19803,6073019803,198.03,Census Tract 198.03,3798711,0,33.1753289,-117.3081967,6073019803,San Diego,G5020,S,3798711,0,3153807,966.3614081,3263.59,Urban,5115,San Diego County,1.466689142,,Middle,9088.968412,2,7160,-117.298334,33.181953,657,-117.298334,33.181953,0,0,1,Other,0.000488998,0.000591345
11460,ELEC,DC CORRIDOR POLLOCK P. DC,6529 Pony Express Trail,Pollock Pines,CA,95726,E,,,1,ChargePoint Network,http://www.chargepoint.com/,38.763574,-120.575757,8/19/23 7:00,202066,2023-08-19 00:34:54 UTC,,12/6/21 8:00,CHADEMO J1772COMBO,US,,,6,17,El Dorado County,31302,6017031302,313.02,Census Tract 313.02,33297788,83617,38.7685433,-120.5987779,6017031302,Sacramento,G5020,S,33297788,83617,0,0,0,Rural,4562,El Dorado County,12.85634216,,Low,56126.54588,4,5629,-120.575757,38.763574,11769,-120.575757,38.763574,1,1,1,ChargePoint Network,0.000488998,0.000591345
10557,ELEC,Riverpoint Marketplace,767 Ikea Court,West Sacramento,CA,95605,E,,,3,Electrify America,https://www.electrifyamerica.com/,38.58896,-121.55108,8/19/23 7:00,190409,2023-08-19 00:51:09 UTC,,5/30/21 7:00,CHADEMO J1772COMBO,US,,,6,113,Yolo County,10102,6113010102,101.02,Census Tract 101.02,64205686,2985430,38.7210865,-121.6242342,6113010102,Sacramento,G5020,S,64205686,2985430,0,0,0,Urban,7729,Yolo County,24.76073593,Disadvantaged Community,Low,72135.97653,5,2204,-121.55108,38.58896,10566,-121.55108,38.58896,1,0,1,Electrify America,0.000488998,0.000591345
12137,ELEC,Golden Corral - Tesla Supercharger,2850   West Grant Line Road,Tracy,CA,95304,E,,,12,Tesla,https://www.tesla.com/supercharger,37.752906,-121.467661,7/1/23 7:00,216365,2023-07-14 19:41:28 UTC,P,4/21/22 7:00,TESLA,US,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,FALSE,6,77,San Joaquin County,5206,6077005206,52.06,Census Tract 52.06,66727091,1558487,37.7740044,-121.4950941,6077005206,Central Other,G5020,S,66727091,1558487,1031097,443.6045041,2324.36,Urban,26742,San Joaquin County,25.76350151,Disadvantaged Community,High,49976.23436,12,2444,-121.467661,37.752906,12154,-121.467661,37.752906,1,0,1,Tesla,0.000488998,0.000591345
