"id","visited","name","address","city","state","zip","user","location","sample","tesla_network","tesla_compatible","excluded","vehicle_type","count_level1","count_level2","count_dcfast","network"
"159099","1","FIRE DEPT CALISTOGA","1113 Washington St","Calistoga","CA","94515","irereyes@ucdavis.edu","(-122.578235, 38.578065","1","0","1","0","CCS","0","2","0","ChargePoint Network"
"159167","1","SANTA CRUZ CNTY SHERRIF STATION","2400 Chanticleer Ave","Santa Cruz","CA","95062","dchau@ucdavis.edu","(-121.978215, 36.983934","1","0","1","0","NACS","0","2","0","ChargePoint Network"
"159171","1","STAFF OF LIFE EVSE 1","1266 Soquel Ave","Santa Cruz","CA","95062","dchau@ucdavis.edu","(-122.007959, 36.980289","1","0","1","0","NACS","0","2","0","ChargePoint Network"
"159246","1","SIMON PETALUMA VIL 2","2200 Petaluma Blvd N","Petaluma","CA","94952","nibarron@ucdavis.edu","(-122.64994, 38.257774","1","0","1","0","CCS","0","1","0","ChargePoint Network"
"159309","1","DC CORRIDOR DUNSMUIR L2","4917 Dunsmuir Ave","Dunsmuir","CA","96025","dchau@ucdavis.edu","(-122.276242, 41.223008","1","0","1","0","Tesla","0","2","0","ChargePoint Network"
"159566","1","NCOE IMOLA STATION 2","2121 Imola","Napa","CA","94559","nibarron@ucdavis.edu","(-122.256178, 38.277685","1","0","1","0","CCS","0","2","0","ChargePoint Network"
"159752","1","DC CORRIDOR TARGET L2","1280 Dana Dr","Redding","CA","96003","dchau@ucdavis.edu","(-122.348823, 40.58622","1","0","1","0","Tesla","0","2","0","ChargePoint Network"
"159902","1","MPCSD HILLVIEW 3","1100 Elder Ave","Menlo Park","CA","94025","dchau@ucdavis.edu","(-122.194359, 37.440504","1","0","1","0","CCS","0","1","0","ChargePoint Network"
"159909","1","MPCSD OAK KNOLL","1895 Oak Knoll Lane","Menlo Park","CA","94025","dchau@ucdavis.edu","(-122.191537, 37.431149","1","0","1","0","CCS","0","2","0","ChargePoint Network"
"160324","1","EV CHARGER SHARON APT. EV","2225 Sharon Rd","Menlo Park","CA","94025","dchau@ucdavis.edu","(-122.200106, 37.42772","1","0","1","0","CCS","0","2","0","ChargePoint Network"
"160350","1","ESSEX POINTE","19900-19918 Olivewood St","Cupertino","CA","95014","irereyes@ucdavis.edu","(-122.02167, 37.333125","1","0","1","0","Tesla","0","2","0","ChargePoint Network"
"160358","1","PROMETHEUS BILTMORE","10159 S Blaney Ave","Cupertino","CA","95014","irereyes@ucdavis.edu","(-122.023577, 37.320815","1","0","1","0","Tesla","0","2","0","ChargePoint Network"
"160530","1","ESSEX AGORA STATION 2","1305 S Main St","Walnut Creek","CA","94596","dchau@ucdavis.edu","(-122.059159, 37.894144","1","0","1","0","Tesla","0","2","0","ChargePoint Network"
"160573","1","EL PUEBLO EL PUEBLO INN","896 W Napa St","Sonoma","CA","95476","nibarron@ucdavis.edu","(-122.475107, 38.294057","1","0","1","0","CCS","0","2","0","ChargePoint Network"
"160584","1","CUPERTINO STATION 01","10800 Torre Ave","Cupertino","CA","95014","irereyes@ucdavis.edu","(-122.028375, 37.317727","1","0","1","0","Tesla","0","2","0","ChargePoint Network"
"160704","1","CITY OF REDWOOD PUBLIC WORKS","1400 Broadway","Redwood City","CA","94063","schakravarty@ucdavis.edu","(-122.216139, 37.487591","1","0","1","0","Tesla","0","2","0","ChargePoint Network"
"160747","1","STATION 1 IBEW LU 302","1875 Arnold Dr","Martinez","CA","94553","irereyes@ucdavis.edu","(-122.087919, 37.991846","1","0","1","0","CCS","0","2","0","ChargePoint Network"
"160759","1","EVSP WALGREENS STORE 5499","7299 Laguna Blvd","Elk Grove","CA","95758","dchau@ucdavis.edu","(-121.418617, 38.424099","1","0","1","0","Tesla","0","1","0","ChargePoint Network"
"160933","1","SDMC  AUX STN SDMC AUX STN","3901 Lone Tree Way","Antioch","CA","94509","kcacastro@ucdavis.edu","(-121.804052, 37.981732","1","0","1","0","CCS","0","2","0","ChargePoint Network"
"161056","1","DIRITO BROTHERS VW_426078_A","1450 Central Rd","Walnut Creek","CA","94596","schakravarty@ucdavis.edu","(-122.063683, 37.90744","1","0","1","0","CCS","0","2","0","ChargePoint Network"
"161172","1","WALNUT CREEK BROADWAY 5-6","1390 N Broadway","Walnut Creek","CA","94596","schakravarty@ucdavis.edu","(-122.059155, 37.899088","1","0","1","0","CCS","0","2","0","ChargePoint Network"
"161194","1","CITY OF NAPA 1539 FIRST ST","1501-1541 1st St","Napa","CA","94559","kcacastro@ucdavis.edu","(-122.289779, 38.296863","1","0","1","0","CCS","0","2","0","ChargePoint Network"
"161216","1","JOHN MUIR HLTH JMHOUTPATIENT#1","1450 Treat Blvd","Walnut Creek","CA","94597","laulin@ucdavis.edu","(-122.053001, 37.926031","1","0","1","0","CCS","0","2","0","ChargePoint Network"
"161311","1","SARATOGA CITY BIG BASIN WAY 3","14421 Big Basin Way","Saratoga","CA","95070","dchau@ucdavis.edu","(-122.033181, 37.258911","1","0","1","0","CCS","0","2","0","ChargePoint Network"
"164166","1","El Cerrito Plaza - Tesla Supercharger","280 El Cerrito Plaza","El Cerrito","CA","94530","dchau@ucdavis.edu","(-122.300672, 37.898635","1","1","1","0","Tesla","0","0","14","Tesla"
"164871","1","Safeway 0739 - San Francisco, CA","3350 Mission Street","San Francisco","CA","94110","schakravarty@ucdavis.edu","(-122.42203, 37.74291","1","0","0","0","CCS","0","1","3","Electrify America"
"165184","1","Safeway 0985 - San Francisco, CA","2350 Noriega St.","San Francisco","CA","94122","jjbang@ucdavis.edu","(-122.48867, 37.75397","1","0","0","0","CCS","0","0","4","Electrify America"
"168851","1","Holiday Inn Express & Suites Redding - Tesla Destination","2240 Hilltop Dr","Redding","CA","96002","dchau@ucdavis.edu","(-122.359431, 40.574854","1","1","1","0","Tesla","0","2","0","Tesla Destination"
"168978","1","Napa Jet Center - Tesla Destination","2030 Airport Rd","Napa","CA","94558","dchau@ucdavis.edu","(-122.272842, 38.217315","1","1","1","0","Tesla","0","1","0","Tesla Destination"
"168979","1","Napa Valley Country Club - Tesla Destination","3385 Hagen Road","Napa","CA","94558","irereyes@ucdavis.edu","(-122.241068, 38.318338","1","1","1","0","Tesla","0","3","0","Tesla Destination"
"169090","1","Saticoy Country Club - Tesla Destination","4450 N Clubhouse Dr","Somis","CA","93066","irereyes@ucdavis.edu","(-119.107579, 34.272415","1","1","1","0","Tesla","0","1","0","Tesla Destination"
"169172","1","The Current Living - Tesla Destination","707 East Ocean Boulevard","Long Beach","CA","90802","irereyes@ucdavis.edu","(-118.183706, 33.766268","1","1","1","0","Tesla","0","2","0","Tesla Destination"
"170205","1","Safeway 0788 (Mill Valley, CA)","1 Camino Alto","Mill Valley","CA","94941","schakravarty@ucdavis.edu","(-122.53033, 37.89389","1","0","0","0","CCS","0","1","3","Electrify America"
"171436","1","CITY OF NAPA COOMBS 3","901 Coombs St","Napa","CA","94559","irereyes@ucdavis.edu","(-122.286651, 38.298002","1","0","1","0","CCS","0","1","0","ChargePoint Network"
"175163","1","DC CORRIDOR LAKEHEAD BB L2","20725 Lakeshore Dr","Lakehead-Lakeshore","CA","96051","dchau@ucdavis.edu","(-122.385166, 40.886386","1","0","1","0","Tesla","0","2","0","ChargePoint Network"
"175873","1","CITYOFBRENTWOOD STATION #9","100 City Park Way","Brentwood","CA","94513","nibarron@ucdavis.edu","(-121.693353, 37.934687","1","0","1","0","CCS","0","1","0","ChargePoint Network"
"175878","1","CITYOFBRENTWOOD STATION #2","100 City Park Way","Brentwood","CA","94513","laulin@ucdavis.edu","(-121.693488, 37.93472","1","0","1","0","CCS","0","1","0","ChargePoint Network"
"175962","1","GARAGE CENTERGARAGE 2D","2025 Center St","Berkeley","CA","94704","dchau@ucdavis.edu","(-122.269908, 37.870532","1","0","1","0","Tesla","0","2","0","ChargePoint Network"
"176222","1","CITY OF BENICIA CITY HALL 03","250 E L St","Benicia","CA","94510","nibarron@ucdavis.edu","(-122.152959, 38.051928","1","0","1","0","CCS","0","1","0","ChargePoint Network"
"177092","1","DC CORRIDOR COMFORT INN L2","1844 Shastina Dr","Weed","CA","96094","dchau@ucdavis.edu","(-122.379937, 41.399424","1","0","1","0","Tesla","0","2","0","ChargePoint Network"
"177601","1","NCOE IMOLA STATION 3","2121 Imola Ave","Napa","CA","94559","laulin@ucdavis.edu","(-122.256087, 38.278262","1","0","1","0","CCS","0","1","0","ChargePoint Network"
"178114","1","EV CHARGE ZUMWALT 002 NGW","1501 Mendocino Ave","Santa Rosa","CA","95401","irereyes@ucdavis.edu","(-122.718181, 38.454513","1","0","1","0","CCS","0","2","0","ChargePoint Network"
"178134","1","MPCSD HILLVIEW 2","1100 Elder Ave","Menlo Park","CA","94025","dchau@ucdavis.edu","(-122.195782, 37.440512","1","0","1","0","CCS","0","1","0","ChargePoint Network"
"178135","1","MPCSD HILLVIEW 1","1100 Elder Ave","Menlo Park","CA","94025","dchau@ucdavis.edu","(-122.195155, 37.440934","1","0","1","0","CCS","0","2","0","ChargePoint Network"
"179116","1","ESSEX AGORA STATION 1","1305 S Main St","Walnut Creek","CA","94596","dchau@ucdavis.edu","(-122.059119, 37.894153","1","0","1","0","Tesla","0","2","0","ChargePoint Network"
"179177","1","CUPERTINO STATION 02","10800 Torre Ave","Cupertino","CA","95014","irereyes@ucdavis.edu","(-122.028373, 37.317782","1","0","1","0","Tesla","0","2","0","ChargePoint Network"
"179462","1","CITYOF PETALUMA COMMUNITYCTR 2","320 N McDowell Blvd","Petaluma","CA","94954","schakravarty@ucdavis.edu","(-122.630686, 38.252524","1","0","1","0","CCS","0","2","0","ChargePoint Network"
"179608","1","WALNUT CREEK BROADWAY 7-8","1390 N Broadway","Walnut Creek","CA","94596","nibarron@ucdavis.edu","(-122.059134, 37.899114","1","0","1","0","CCS","0","2","0","ChargePoint Network"
"181111","1","YREKA TRUCK STATION #2","787 Montague Rd","Yreka","CA","96097","dchau@ucdavis.edu","(-122.623542, 41.737487","1","0","1","0","Tesla","0","2","0","ChargePoint Network"
"181880","1","DC CORRIDOR NUGGET DC2","130 Browns Valley Pkwy","Vacaville","CA","95688","laulin@ucdavis.edu","(-121.96797, 38.364793","1","0","0","0","CCS","0","0","1","ChargePoint Network"
"182285","1","CITY OF NAPA COOMBS 2","901 Coombs St","Napa","CA","94559","nibarron@ucdavis.edu","(-122.286633, 38.297962","1","0","1","0","CCS","0","2","0","ChargePoint Network"
"182286","1","CITY OF NAPA COOMBS 1","901 Coombs St","Napa","CA","94559","schakravarty@ucdavis.edu","(-122.286582, 38.297921","1","0","1","0","CCS","0","2","0","ChargePoint Network"
"182354","1","MERITAGE1 MERITAGERESORT1","875 Bordeaux Way","Napa","CA","94558","kcacastro@ucdavis.edu","(-122.273825, 38.246222","1","0","1","0","CCS","0","2","0","ChargePoint Network"
"182384","1","PROMETHEUS STATION P-2","20350 Stevens Creek Blvd Level P-2","Cupertino","CA","95014","irereyes@ucdavis.edu","(-122.029404, 37.321828","1","0","1","0","Tesla","0","2","0","ChargePoint Network"
"183313","1","ACAM1 ACAM-CP1","360 Devlin Rd","Napa","CA","94558","irereyes@ucdavis.edu","(-122.259026, 38.230022","1","0","1","0","CCS","0","2","0","ChargePoint Network"
"184090","1","Westmont High School","4805 Westmont Ave","San Jose","CA","95008","dchau@ucdavis.edu","(-121.9879034, 37.2708793","1","0","1","0","CCS","0","34","0","POWERFLEX"
"184882","1","WALNUT CREEK WIGET 3-4","111 North Wiget Ln","Walnut Creek","CA","94598","irereyes@ucdavis.edu","(-122.0249, 37.924942","1","0","1","0","CCS","0","2","0","ChargePoint Network"
"185255","1","MOTEL6 LODI CA MOTEL 6 LODI 1","1140 S Cherokee Ln","Lodi","CA","95240","dchau@ucdavis.edu","(-121.258046, 38.119602","1","0","1","0","CCS","0","2","0","ChargePoint Network"
"185583","1","Safeway 0928 - Pleasant Hill, CA","600 Patterson Blvd.","Pleasant Hill","CA","94523","schakravarty@ucdavis.edu","(-122.07315, 37.93447","1","0","0","0","CCS","0","1","3","Electrify America"
"185590","1","Bryant Street Parking Garage","445 Bryant St","Palo Alto","CA","94301","dchau@ucdavis.edu","(-122.162067, 37.44662","1","0","1","0","CCS","0","6","0","POWERFLEX"
"190504","1","Yreka, CA - Tesla Supercharger","1808 Fort Jones Road","Yreka","CA","96097","dchau@ucdavis.edu","(-122.645088, 41.701531","1","1","1","0","Tesla","0","0","12","Tesla"
"191360","1","STANFORD OAK ROAD #1","484 Oak Rd","Stanford","CA","94305","dchau@ucdavis.edu","(-122.184476, 37.429259","1","0","1","0","CCS","0","1","0","ChargePoint Network"
"191699","1","Shell Gas - Tesla Supercharger","10565 Copus Road","Bakersfield","CA","93313","irereyes@ucdavis.edu","(-119.040045, 35.094616","1","1","1","0","Tesla","0","0","20","Tesla"
"193594","1","PELL REDWOOD 1","504 Redwood Blvd","Novato","CA","94947","jjbang@ucdavis.edu","(-122.542206, 38.073433","1","0","1","0","CCS","0","2","0","ChargePoint Network"
"194068","1","Circle K - Tesla Supercharger","30515 Temecula Parkway","Temecula","CA","92592","irereyes@ucdavis.edu","(-117.12932, 33.475149","1","1","1","0","Tesla","0","0","8","Tesla"
"194075","1","The Shoppes at Chino Hills - Tesla Supercharger","13920 City Center Drive","Chino Hills","CA","91709","irereyes@ucdavis.edu","(-117.731178, 34.002241","1","1","1","0","Tesla","0","0","16","Tesla"
"194090","1","Creekside Marketplace - Tesla Supercharger","563 Grand Avenue","San Marcos","CA","92069","irereyes@ucdavis.edu","(-117.175992, 33.136529","1","1","1","0","Tesla","0","0","20","Tesla"
"195224","1","Milpitas City Hall","455 E. Calaveras Blvd.","Milpitas","CA","95035","dchau@ucdavis.edu","(-121.8990844, 37.4329175","1","0","1","0","CCS","0","2","0","Blink Network"
"197112","1","CITY OF NOVATO HAMILTON","Hamilton Theatre Parking Lot","Novato","CA","94949","jjbang@ucdavis.edu","(-122.51858, 38.056732","1","0","1","0","CCS","0","2","0","ChargePoint Network"
"197172","1","ALTABATESSUMMIT ASHBY GRG EV6","2420 Ashby Ave ASHBY GARAGE","Berkeley","CA","94705","dchau@ucdavis.edu","(-122.258484, 37.855858","1","0","1","0","Tesla","0","2","0","ChargePoint Network"
"197173","1","ALTABATESSUMMIT ASHBY GRG EV3","2420 Ashby Ave ASHBY GARAGE","Berkeley","CA","94705","dchau@ucdavis.edu","(-122.258515, 37.855967","1","0","1","0","Tesla","0","2","0","ChargePoint Network"
"197174","1","ALTABATESSUMMIT ASHBY GRG EV5","2420 Ashby Ave ASHBY GARAGE","Berkeley","CA","94705","dchau@ucdavis.edu","(-122.25847, 37.855787","1","0","1","0","Tesla","0","2","0","ChargePoint Network"
"197175","1","ALTABATESSUMMIT ASHBY GRG EV2","2420 Ashby Ave ASHBY GARAGE","Berkeley","CA","94705","dchau@ucdavis.edu","(-122.258563, 37.856127","1","0","1","0","Tesla","0","1","0","ChargePoint Network"
"197183","1","ALTABATESSUMMIT ASHBY GRG EV1","2420 Ashby Ave ASHBY GARAGE","Berkeley","CA","94705","dchau@ucdavis.edu","(-122.25856, 37.856045","1","0","1","0","Tesla","0","2","0","ChargePoint Network"
"197693","1","DC CORRIDOR CARL'S JR. L2","1842 Fort Jones Rd","Yreka","CA","96097","dchau@ucdavis.edu","(-122.645181, 41.702355","1","0","1","0","Tesla","0","2","0","ChargePoint Network"
"199280","1","HOSPITAL MMCMS SO PARK 1","830 Pine St","Mount Shasta","CA","96067","dchau@ucdavis.edu","(-122.320668, 41.31813","1","0","1","0","Tesla","0","2","0","ChargePoint Network"
"199283","1","HOSPITAL MMCMS SO PARK 2","914 Pine St","Mount Shasta","CA","96067","dchau@ucdavis.edu","(-122.321199, 41.318661","1","0","1","0","Tesla","0","2","0","ChargePoint Network"
"199299","1","HOSPITAL SMMC SF EV 03","450 Stanyan St","San Francisco","CA","94117","dchau@ucdavis.edu","(-122.453587, 37.774158","1","0","1","0","CCS","0","2","0","ChargePoint Network"
"199311","1","HOSPITAL SECH EV 01","2455 Sister Mary Columba Dr","Red Bluff","CA","96080","dchau@ucdavis.edu","(-122.220444, 40.148333","1","0","1","0","Tesla","0","2","0","ChargePoint Network"
"199333","1","HOSPITAL SECH EV 02","2455 Sister Mary Columba Dr","Red Bluff","CA","96080","dchau@ucdavis.edu","(-122.220412, 40.148296","1","0","1","0","Tesla","0","2","0","ChargePoint Network"
"201166","1","SANDPIPER EVC SANDPIPER 1","999 Marshall Rd","Vacaville","CA","95687","jjbang@ucdavis.edu","(-121.9758, 38.344955","1","0","1","0","CCS","0","2","0","ChargePoint Network"
"201233","1","DC CORRIDOR CLOVERDALE DC2","1139 S Cloverdale Blvd","Cloverdale","CA","95425","laulin@ucdavis.edu","(-123.013309, 38.784669","1","0","0","0","CCS","0","0","1","ChargePoint Network"
"202640","1","Foothill High School","9733 Deschutes Rd","Palo Cedro","CA","96073","dchau@ucdavis.edu","(-122.234671, 40.568975","1","0","1","0","Tesla","0","4","0","EV Connect"
"204492","1","LODI, CA EV LODI FINANCE","310 W Elm St","Lodi","CA","95240","dchau@ucdavis.edu","(-121.277214, 38.135166","1","0","1","0","CCS","0","2","0","ChargePoint Network"
"204665","1","ESSEX 420 STATION","420 Station Park Cir","San Mateo","CA","94402","dchau@ucdavis.edu","(-122.308063, 37.554888","1","0","1","0","CCS","0","2","0","ChargePoint Network"
"204953","1","FEATHER RIVER FEATHER RIVER","4512 Feather River Dr","Stockton","CA","95219","dchau@ucdavis.edu","(-121.34702, 37.982952","1","0","1","0","CCS","0","2","0","ChargePoint Network"
"205277","1","Topline Milpitas Square (Milpitas, CA)","320 Barber Ct","Milpitas","CA","95035","dchau@ucdavis.edu","(-121.91823, 37.4229","1","0","0","0","CCS","0","0","4","Electrify America"
"205609","1","UOP CHARGERS LOT 10","797 Brookside Rd","Stockton","CA","95207","dchau@ucdavis.edu","(-121.313063, 37.984316","1","0","1","0","CCS","0","2","0","ChargePoint Network"
"206492","1","CUPERTINO ADA STATION 2","10800 Torre Ave","Cupertino","CA","95014","irereyes@ucdavis.edu","(-122.028379, 37.317671","1","0","1","0","Tesla","0","1","0","ChargePoint Network"
"206493","1","CUPERTINO ADA STATION 1","10800 Torre Ave","Cupertino","CA","95014","irereyes@ucdavis.edu","(-122.028379, 37.317649","1","0","1","0","Tesla","0","1","0","ChargePoint Network"
"206612","1","Union Square Marketplace - Tesla Supercharger","34536  Alvarado-Niles Road","Union City","CA","94587","dchau@ucdavis.edu","(-122.02045, 37.587162","1","1","1","0","Tesla","0","0","12","Tesla"
"206904","1","SAN CARLOS STATION 1","657 walnut street","San Carlos","CA","94070","dchau@ucdavis.edu","(-122.26097, 37.505978","1","0","1","0","CCS","0","1","0","ChargePoint Network"
"206905","1","SAN CARLOS STATION 2","657 walnut street","San Carlos","CA","94070","dchau@ucdavis.edu","(-122.261275, 37.50573","1","0","1","0","CCS","0","1","0","ChargePoint Network"
"215015","1","DC CORRIDOR LODI SHELL DC2","6437 Thornton Rd","Lodi","CA","95242","dchau@ucdavis.edu","(-121.39468, 38.115037","1","0","0","0","CCS","0","0","1","ChargePoint Network"
"217096","1","Holiday Market - Tesla Supercharger","20635  Gas Point Road","Cottonwood","CA","96022","dchau@ucdavis.edu","(-122.288043, 40.389124","1","1","1","0","Tesla","0","0","12","Tesla"
"218609","1","Shell","14385 Wonderland Blvd","Redding","CA","96003","dchau@ucdavis.edu","(-122.3380304, 40.7068881","1","0","1","0","Tesla","0","1","0","Non-Networked"
"220936","1","MDP CHARGER CHARGER 1","2175 N California Blvd","Walnut Creek","CA","94596","irereyes@ucdavis.edu","(-122.066261, 37.908772","1","0","1","0","CCS","0","2","0","ChargePoint Network"
"221242","1","Barbara Lee Senior Center","40 N Milpitas Blvd","Milpitas","CA","95035","dchau@ucdavis.edu","(-121.8992168, 37.4337395","1","0","1","0","CCS","0","4","0","Blink Network"
"222489","1","Healdsburg","33 Healdsburg Ave","Healdsburg","CA","95448","irereyes@ucdavis.edu","(-122.864024, 38.603153","1","0","0","0","CCS","0","2","2","SHELL_RECHARGE"
"224402","1","CITY OF SONOMA CITYSONOMA_2","152 E Napa St","Sonoma","CA","95476","nibarron@ucdavis.edu","(-122.455455, 38.29211","1","0","1","0","CCS","0","1","0","ChargePoint Network"
"224445","1","St Jorge Winery","22769 Bender Rd","Acampo","CA","95220","dchau@ucdavis.edu","(-121.317527, 38.191459","1","0","1","0","CCS","0","1","0","Blink Network"
"225671","1","TUSD - BOHN BOHN ELEM 2","350 E Mt Diablo Ave","Tracy","CA","95376","kcacastro@ucdavis.edu","(-121.42068, 37.72891","1","0","1","0","CCS","0","2","0","ChargePoint Network"
"226533","1","Countryside Plaza - Tesla Supercharger","1680 Countryside Drive","Turlock","CA","95380","mpfavetti@ucdavis.edu","(-120.8761, 37.50877","1","1","1","0","NACS","0","0","16","Tesla"
