"id","visited","name","address","city","state","zip","user","location","sample","tesla_network","tesla_compatible","excluded","vehicle_type","count_level1","count_level2","count_dcfast","network"
"113447","1","Ovid Napa Valley - Tesla Destination","255 Long Ranch Rd","Saint Helena","CA","94574","irereyes@ucdavis.edu","(-122.343979, 38.461982","1","1","1","0","Tesla","0","1","0","Tesla Destination"
"113482","1","Alibi Ale Works - Tesla Destination","10069 Bridge St","Truckee","CA","96161","eeboyd@ucdavis.edu","(-120.184278, 39.329284","1","1","1","0","Tesla","0","2","0","Tesla Destination"
"122385","1","Glendeven Inn Mendocino - Tesla Destination","8205 N Hwy 1","Mendocino","CA","95460","nibarron@ucdavis.edu","(-123.791563, 39.277094","1","1","1","0","Tesla","0","3","0","Tesla Destination"
"122391","1","Red Lion Hotel Redding - Tesla Destination","1830 Hill Top Dr","Redding","CA","96002","dchau@ucdavis.edu","(-122.35825, 40.581174","1","1","1","0","Tesla","0","3","0","Tesla Destination"
"122402","1","Old Creek Ranch Winery - Tesla Destination","10024 E Old Creek Rd","Ventura","CA","93003","irereyes@ucdavis.edu","(-119.294972, 34.39064","1","1","1","0","Tesla","0","3","0","Tesla Destination"
"125124","1","OutletsAtTejon_Arvin_S","5701 Outlets at Tejon Parkway Suite 170","Arvin","CA","93203","kcacastro@ucdavis.edu","(-118.941285, 34.985084","1","0","1","0","Adapter","0","16","0","SHELL_RECHARGE"
"147027","1","Walmart 2517 - Santa Ana, CA","3600 W. McFadden Avenue","Santa Ana","CA","92704","nibarron@ucdavis.edu","(-117.91635, 33.73662","1","0","0","0","Adapter","0","1","3","Electrify America"
"147561","1","Outlets at Orange","20 City Blvd W","Orange","CA","92868","nibarron@ucdavis.edu","(-117.89244, 33.78024","1","0","0","0","Adapter","0","1","4","Electrify America"
"148639","1","SB Animal Hospital","5188 Moorpark Ave.","San Jose","CA","95129","dchau@ucdavis.edu","(-121.9951423, 37.3094612","1","0","1","0","CCS","0","1","0","Blink Network"
"149309","1","Courtyard by Marriott Fairfield Napa Valley Area - Tesla Supercharger","1350 Holiday Lane","Fairfield","CA","94534","irereyes@ucdavis.edu","(-122.065062, 38.256618","1","1","1","0","Tesla","0","0","12","Tesla"
"150204","1","Coddingtown Mall - Tesla Supercharger","733 Coddingtown Center","Santa Rosa","CA","95401","irereyes@ucdavis.edu","(-122.730226, 38.459409","1","1","1","0","Tesla","0","0","20","Tesla"
"150221","1","Belle Mill Landing - Tesla Supercharger","82 Belle Mill Road","Red Bluff","CA","96080","dchau@ucdavis.edu","(-122.22754, 40.182245","1","1","1","0","Tesla","0","0","8","Tesla"
"151049","1","Capitola Mall","1855 41St Ave","Capitola","CA","95010","dchau@ucdavis.edu","(-121.968968, 36.977128","1","0","1","0","NACS","0","2","0","SHELL_RECHARGE"
"151056","1","Serra Shopping Center","5001 Junipero Serra Blvd","Colma","CA","94014","eeboyd@ucdavis.edu","(-122.465542, 37.67416","1","0","1","0","null","0","2","0","SHELL_RECHARGE"
"151063","1","Serramonte Center JcPenny","3 Serramonte Center","Daly City","CA","94015","dchau@ucdavis.edu","(-122.469812, 37.671369","1","0","1","0","Adapter","0","2","0","SHELL_RECHARGE"
"151067","1","Powell Street Plaza","5701-5795 Christie Ave","Emeryville","CA","94608","dchau@ucdavis.edu","(-122.294625, 37.836685","1","0","1","0","Tesla","0","2","0","SHELL_RECHARGE"
"152121","1","Walmart 2053 - Willows, CA","470 Airport Road","Willows","CA","95988","eeboyd@ucdavis.edu","(-122.21859, 39.52549","1","0","0","0","Adapter","0","0","4","Electrify America"
"152822","1","Westminster Mall Northeast Entrance","1025 Westminster Mall","Westminster","CA","92683","nibarron@ucdavis.edu","(-118.011302, 33.747726","1","0","1","0","Adapter","0","2","0","SHELL_RECHARGE"
"152823","1","Westminster Mall Southwest Entrance","1025 Westminster Mall","Westminster","CA","92683","nibarron@ucdavis.edu","(-118.013611, 33.746229","1","0","1","0","Adapter","0","2","0","SHELL_RECHARGE"
"152852","1","Eastridge Center Barnes and Noble","2200 Eastridge Loop #2062","San Jose","CA","95122","jjbang@ucdavis.edu","(-121.81352, 37.324088","1","0","1","0","Adapter","0","2","0","SHELL_RECHARGE"
"152873","1","Hamilton Marketplace","5800 Nave Drive","Novato","CA","94947","jjbang@ucdavis.edu","(-122.53376, 38.06337","1","0","1","0","CCS","0","1","0","SHELL_RECHARGE"
"152875","1","Century Rowland Plaza","44 Rowland Way","Novato","CA","94945","jjbang@ucdavis.edu","(-122.556698, 38.094665","1","0","1","0","CCS","0","2","0","SHELL_RECHARGE"
"152878","1","Solano Town Center Buffalo Wild Wings","1350 Travis Blvd","Fairfield","CA","94533","irereyes@ucdavis.edu","(-122.055139, 38.261026","1","0","1","0","Adapter","0","2","0","SHELL_RECHARGE"
"153503","1","CCSF-SFMTA JCG ANNEX 1","1650 Fillmore St","San Francisco","CA","94115","dchau@ucdavis.edu","(-122.432567, 37.784902","1","0","1","0","Adapter","0","2","0","ChargePoint Network"
"153690","1","DC CORRIDOR LAKEHEAD BB DC1","20725 Lakeshore Dr","Lakehead-Lakeshore","CA","96051","eeboyd@ucdavis.edu","(-122.385081, 40.886352","1","0","0","0","Adapter","0","0","1","ChargePoint Network"
"153712","1","RCEA EV NETWORK RIO DELL","203 Wildwood Ave","Rio Dell","CA","95562","eeboyd@ucdavis.edu","(-124.10279, 40.494141","1","0","1","0","Adapter","0","2","0","ChargePoint Network"
"154327","1","ESSEX PARK GREEN 7","1710 S Delaware St","San Mateo","CA","94402","eeboyd@ucdavis.edu","(-122.30752, 37.554916","1","0","1","0","null","0","1","0","ChargePoint Network"
"154772","1","RICHMOND MARINA","1207 Melville Square","Richmond","CA","94804","dchau@ucdavis.edu","(-122.347533, 37.915406","1","0","1","0","Tesla","0","1","0","ChargePoint Network"
"154798","1","The Shops at Missions Viejo - Tesla Supercharger","555 The Shops at Mission Viejo","Mission Viejo","CA","92691","irereyes@ucdavis.edu","(-117.668031, 33.557287","1","1","1","0","Tesla","0","0","10","Tesla"
"155167","1","Powell Street Plaza - Tesla Supercharger","5795 Christie Avenue","Emeryville","CA","94608","dchau@ucdavis.edu","(-122.295505, 37.837493","1","1","1","0","Tesla","0","0","12","Tesla"
"155576","1","BOA Emeryville CA4-137","4120 San Pablo Avenue","Emeryville","CA","94608","kcacastro@ucdavis.edu","(-122.27974, 37.83268","1","0","0","0","CCS","0","0","3","Electrify America"
"155990","1","Ripon Love鈥檚 Travel Stop","1553 W. Colony Rd","Ripon","CA","95366","laulin@ucdavis.edu","(-121.141703, 37.755639","1","0","0","0","CCS","0","2","2","EV Connect"
"156349","1","RCEA EV NETWORK FRN-4TH","4th St Parking Lot","Ferndale","CA","95536","eeboyd@ucdavis.edu","(-124.264466, 40.576437","1","0","1","0","Adapter","0","2","0","ChargePoint Network"
"158652","1","Pacific East Mall - Tesla Supercharger","3288 Pierce St","Richmond","CA","94804","irereyes@ucdavis.edu","(-122.308938, 37.898447","1","1","1","0","Tesla","0","0","16","Tesla"
"158732","1","CITYOF CAMPBELL LIBRARY PARKING","400 Grant St","Campbell","CA","95008","eeboyd@ucdavis.edu","(-121.942763, 37.288732","1","0","1","0","null","0","2","0","ChargePoint Network"
"158773","1","IRVINE COMPANY C COVE DCFC 3","7972 Pacific Coast Hwy","Newport Beach","CA","92657","eeboyd@ucdavis.edu","(-117.830445, 33.568703","1","0","0","0","null","0","0","1","ChargePoint Network"
"158824","1","ROCKAWAY BREW PB2","4627 CA-1","Pacifica","CA","94044","eeboyd@ucdavis.edu","(-122.49713, 37.60706","1","0","1","0","null","0","2","0","ChargePoint Network"
"158837","1","CONCORD CONCORD GARAGE2","2255 Salvio St","Concord","CA","94520","eeboyd@ucdavis.edu","(-122.033215, 37.978409","1","0","1","0","null","0","2","0","ChargePoint Network"
"158838","1","CONCORD TODOS SANTOS #2","2051 Salvio St","Concord","CA","94520","dchau@ucdavis.edu","(-122.036184, 37.977415","1","0","1","0","Tesla","0","2","0","ChargePoint Network"
"158864","1","DUTCH BROS DIXON 01","1115 Pitt School Rd","Dixon","CA","95620","bnolszewski@ucdavis.edu","(-121.840948, 38.455778","1","0","1","0","CCS","0","2","0","ChargePoint Network"
"158921","1","JOHN MUIR HLTH VISITOR LOT #2","2540 East St","Concord","CA","94520","dchau@ucdavis.edu","(-122.032517, 37.982145","1","0","1","0","Adapter","0","2","0","ChargePoint Network"
"158947","1","IRVINE COMPANY QUAIL HILL 03","6501-6875 Quail Hill Pkwy","Irvine","CA","92603","nibarron@ucdavis.edu","(-117.778109, 33.654036","1","0","1","0","Adapter","0","1","0","ChargePoint Network"
"158950","1","DC CORRIDOR L2 CASTAIC","27923 Sloan Canyon Rd","Castaic","CA","91384","kcacastro@ucdavis.edu","(-118.626024, 34.496222","1","0","1","0","Adapter","0","2","0","ChargePoint Network"
"159099","1","FIRE DEPT CALISTOGA","1113 Washington St","Calistoga","CA","94515","irereyes@ucdavis.edu","(-122.578235, 38.578065","1","0","1","0","CCS","0","2","0","ChargePoint Network"
"159113","1","CALIFORNIA PLAZ CHARGER 2","2121 N California Blvd","Walnut Creek","CA","94596","eeboyd@ucdavis.edu","(-122.066282, 37.908776","1","0","1","0","null","0","2","0","ChargePoint Network"
"159167","1","SANTA CRUZ CNTY SHERRIF STATION","2400 Chanticleer Ave","Santa Cruz","CA","95062","dchau@ucdavis.edu","(-121.978215, 36.983934","1","0","1","0","NACS","0","2","0","ChargePoint Network"
"159171","1","STAFF OF LIFE EVSE 1","1266 Soquel Ave","Santa Cruz","CA","95062","dchau@ucdavis.edu","(-122.007959, 36.980289","1","0","1","0","NACS","0","2","0","ChargePoint Network"
"159246","1","SIMON PETALUMA VIL 2","2200 Petaluma Blvd N","Petaluma","CA","94952","nibarron@ucdavis.edu","(-122.64994, 38.257774","1","0","1","0","CCS","0","1","0","ChargePoint Network"
"159272","1","CODDING CTOWN 1","733 Coddingtown Center","Santa Rosa","CA","95401","eeboyd@ucdavis.edu","(-122.729941, 38.458713","1","0","1","0","null","0","1","0","ChargePoint Network"
"159280","1","PROMETHEUS 550 MORELAND 1","550 Moreland Way","Santa Clara","CA","95054","eeboyd@ucdavis.edu","(-121.943811, 37.395381","1","0","1","0","null","0","2","0","ChargePoint Network"
"159290","1","STONES EV 3 AND 4","6432 Tupelo Dr","Citrus Heights","CA","95621","dchau@ucdavis.edu","(-121.31377, 38.70626","1","0","1","0","Adapter","0","2","0","ChargePoint Network"
"159309","1","DC CORRIDOR DUNSMUIR L2","4917 Dunsmuir Ave","Dunsmuir","CA","96025","dchau@ucdavis.edu","(-122.276242, 41.223008","1","0","1","0","Tesla","0","2","0","ChargePoint Network"
"159361","1","HMB HMB-CORREAS ST","620 Correas St","Half Moon Bay","CA","94019","eeboyd@ucdavis.edu","(-122.431194, 37.461507","1","0","1","0","null","0","2","0","ChargePoint Network"
"159365","1","6TEN EAST 2ND FLOOR 3","610 E Weddell Dr","Sunnyvale","CA","94089","jjbang@ucdavis.edu","(-122.011592, 37.396569","1","0","1","0","Adapter","0","2","0","ChargePoint Network"
"159419","1","MP-EV-STATIONS ADA","201 Glenwood Cir","Monterey","CA","93940","dchau@ucdavis.edu","(-121.889171, 36.586376","1","0","1","0","Adapter","0","2","0","ChargePoint Network"
"159451","1","HMPTON PETALUMA STATION 1","409 Wilson St","Petaluma","CA","94952","jjbang@ucdavis.edu","(-122.63091, 38.236427","1","0","1","0","Adapter","0","2","0","ChargePoint Network"
"159531","1","SANTA CRUZ CNTY SIMPKINSSWIMCTR","979 17th Avenue","Santa Cruz","CA","95062","eeboyd@ucdavis.edu","(-121.988562, 36.969087","1","0","1","0","null","0","2","0","ChargePoint Network"
"159566","1","NCOE IMOLA STATION 2","2121 Imola","Napa","CA","94559","nibarron@ucdavis.edu","(-122.256178, 38.277685","1","0","1","0","CCS","0","2","0","ChargePoint Network"
"159567","1","NCOE IMOLA STATION 1","2121 Imola Ave","Napa","CA","94559","irereyes@ucdavis.edu","(-122.256088, 38.278237","1","0","1","0","Adapter","0","2","0","ChargePoint Network"
"159620","1","MP-EV-STATIONS STATION 1","243-267 Glenwood Cir","Monterey","CA","93940","dchau@ucdavis.edu","(-121.888697, 36.585632","1","0","1","0","Adapter","0","2","0","ChargePoint Network"
"159660","1","SANTA CRUZ CNTY POLOGROUNDSPARK","2255 Huntington Dr","Aptos","CA","95003","eeboyd@ucdavis.edu","(-121.880525, 36.97974","1","0","1","0","null","0","2","0","ChargePoint Network"
"159715","1","COUNTY OF MARIN EXHIBIT HALL","10 Ave of the Flags","San Rafael","CA","94903","eeboyd@ucdavis.edu","(-122.533424, 38.002416","1","0","1","0","null","0","2","0","ChargePoint Network"
"159752","1","DC CORRIDOR TARGET L2","1280 Dana Dr","Redding","CA","96003","dchau@ucdavis.edu","(-122.348823, 40.58622","1","0","1","0","Tesla","0","2","0","ChargePoint Network"
"159799","1","2999 OAK ROAD STATION ONE","2999 Oak Rd","Walnut Creek","CA","94597","irereyes@ucdavis.edu","(-122.057818, 37.927932","1","0","1","0","Adapter","0","2","0","ChargePoint Network"
"159813","1","TEST22 STATION 2","2-100 Acorn Ct","Scotts Valley","CA","95066","eeboyd@ucdavis.edu","(-122.020807, 37.04656","1","0","1","0","null","0","2","0","ChargePoint Network"
"159837","1","SAN JOSE WOZ","507 S Almaden Blvd","San Jose","CA","95110","dchau@ucdavis.edu","(-121.890616, 37.327837","1","0","1","0","Adapter","0","2","0","ChargePoint Network"
"159892","1","EV CHARGE SONOMA 2","680 Sonoma Mountain Pkwy","Petaluma","CA","94954","irereyes@ucdavis.edu","(-122.635179, 38.267203","1","0","1","0","Adapter","0","2","0","ChargePoint Network"
"159902","1","MPCSD HILLVIEW 3","1100 Elder Ave","Menlo Park","CA","94025","dchau@ucdavis.edu","(-122.194359, 37.440504","1","0","1","0","CCS","0","1","0","ChargePoint Network"
"159907","1","MPCSD TERC","181 Encinal Ave","Menlo Park","CA","94025","irereyes@ucdavis.edu","(-122.186465, 37.463392","1","0","1","0","Adapter","0","2","0","ChargePoint Network"
"159909","1","MPCSD OAK KNOLL","1895 Oak Knoll Lane","Menlo Park","CA","94025","dchau@ucdavis.edu","(-122.191537, 37.431149","1","0","1","0","CCS","0","2","0","ChargePoint Network"
"159936","1","SSEWER DON JULIO 01","5026 Don Julio Blvd","Sacramento","CA","95842","dchau@ucdavis.edu","(-121.350156, 38.693414","1","0","1","0","Adapter","0","2","0","ChargePoint Network"
"160085","1","CCSF SFMTA ELLIS 1","123 O'Farrell","San Francisco","CA","94102","kcacastro@ucdavis.edu","(-122.407309, 37.785976","1","0","1","0","Adapter","0","2","0","ChargePoint Network"
"160112","1","JOHN MUIR HLTH 1400 JMH #1","1400 Treat Blvd","Walnut Creek","CA","94597","irereyes@ucdavis.edu","(-122.053929, 37.925971","1","0","1","0","Adapter","0","2","0","ChargePoint Network"
"160181","1","1240-1250 AZUSA STARBUCKS","1250 W Foothill Blvd","Azusa","CA","91702","eeboyd@ucdavis.edu","(-117.92672, 34.133208","1","0","1","0","null","0","2","0","ChargePoint Network"
"160197","1","ESSEX VILLA GRANADA 1","3595 Granada Ave","Santa Clara","CA","95051","dchau@ucdavis.edu","(-121.994888, 37.349901","1","0","1","0","Adapter","0","2","0","ChargePoint Network"
"160324","1","EV CHARGER SHARON APT. EV","2225 Sharon Rd","Menlo Park","CA","94025","dchau@ucdavis.edu","(-122.200106, 37.42772","1","0","1","0","CCS","0","2","0","ChargePoint Network"
"160350","1","ESSEX POINTE","19900-19918 Olivewood St","Cupertino","CA","95014","irereyes@ucdavis.edu","(-122.02167, 37.333125","1","0","1","0","Tesla","0","2","0","ChargePoint Network"
"160352","1","HUDSON GATEWAY BLDG 1 UNIT 1","2005 Gateway Pl.","San Jose","CA","95110","eeboyd@ucdavis.edu","(-121.923776, 37.36891","1","0","1","0","null","0","2","0","ChargePoint Network"
"160358","1","PROMETHEUS BILTMORE","10159 S Blaney Ave","Cupertino","CA","95014","irereyes@ucdavis.edu","(-122.023577, 37.320815","1","0","1","0","Tesla","0","2","0","ChargePoint Network"
"160515","1","COUNTY EMPLOYEE PS1 #2","751 S. Bascom Avenue Visitor Parking Garage","San Jose","CA","95128","dchau@ucdavis.edu","(-121.934063, 37.315108","1","0","1","0","Adapter","0","2","0","ChargePoint Network"
"160530","1","ESSEX AGORA STATION 2","1305 S Main St","Walnut Creek","CA","94596","dchau@ucdavis.edu","(-122.059159, 37.894144","1","0","1","0","Tesla","0","2","0","ChargePoint Network"
"160573","1","EL PUEBLO EL PUEBLO INN","896 W Napa St","Sonoma","CA","95476","nibarron@ucdavis.edu","(-122.475107, 38.294057","1","0","1","0","CCS","0","2","0","ChargePoint Network"
"160580","1","SONOMA VLY INN BEST WESTERN","561 1st St W","Sonoma","CA","95476","irereyes@ucdavis.edu","(-122.459589, 38.291056","1","0","1","0","Adapter","0","2","0","ChargePoint Network"
"160584","1","CUPERTINO STATION 01","10800 Torre Ave","Cupertino","CA","95014","irereyes@ucdavis.edu","(-122.028375, 37.317727","1","0","1","0","Tesla","0","2","0","ChargePoint Network"
"160585","1","CUPERTINO QUINLAN 1","10185  Stelling Rd","Cupertino","CA","95014","dchau@ucdavis.edu","(-122.042342, 37.325458","1","0","1","0","Adapter","0","2","0","ChargePoint Network"
"160703","1","HOLLYWOOD 959 LEVEL 5 - 01","6600-6650 Romaine St","Los Angeles","CA","90038","eeboyd@ucdavis.edu","(-118.33394, 34.088808","1","0","1","0","null","0","2","0","ChargePoint Network"
"160704","1","CITY OF REDWOOD PUBLIC WORKS","1400 Broadway","Redwood City","CA","94063","schakravarty@ucdavis.edu","(-122.216139, 37.487591","1","0","1","0","Tesla","0","2","0","ChargePoint Network"
"160747","1","STATION 1 IBEW LU 302","1875 Arnold Dr","Martinez","CA","94553","irereyes@ucdavis.edu","(-122.087919, 37.991846","1","0","1","0","CCS","0","2","0","ChargePoint Network"
"160759","1","EVSP WALGREENS STORE 5499","7299 Laguna Blvd","Elk Grove","CA","95758","dchau@ucdavis.edu","(-121.418617, 38.424099","1","0","1","0","Tesla","0","1","0","ChargePoint Network"
"160777","1","EVSP WALGREENS STORE 5152","6144  Dewey Dr","Citrus Heights","CA","95621","irereyes@ucdavis.edu","(-121.31015, 38.677896","1","0","1","0","Adapter","0","1","0","ChargePoint Network"
"160800","1","MARTINEZ CA MTZ AMTRAK #1","407 Estudillo St","Martinez","CA","94553","eeboyd@ucdavis.edu","(-122.137631, 38.019213","1","0","1","0","null","0","2","0","ChargePoint Network"
"160836","1","EVSP WALGREENS STORE 5616","5913 Carson St","Lakewood","CA","90713","eeboyd@ucdavis.edu","(-118.116166, 33.83283","1","0","1","0","null","0","1","0","ChargePoint Network"
"160903","1","CITYOF PETALUMA COMMUNITYCTR 1","320 N McDowell Blvd","Petaluma","CA","94954","jjbang@ucdavis.edu","(-122.630782, 38.252524","1","0","1","0","Adapter","0","2","0","ChargePoint Network"
